    0.0100    0.000000
    0.0300    0.000000
    0.0500    0.000000
    0.0700    0.000000
    0.0900    0.000000
    0.1100    0.000000
    0.1300    0.000000
    0.1500    0.000000
    0.1700    0.000000
    0.1900    0.000000
    0.2100    0.000000
    0.2300    0.000000
    0.2500    0.000000
    0.2700    0.000000
    0.2900    0.000000
    0.3100    0.000000
    0.3300    0.000000
    0.3500    0.000000
    0.3700    0.000000
    0.3900    0.000000
    0.4100    0.000000
    0.4300    0.000000
    0.4500    0.000000
    0.4700    0.000000
    0.4900    0.000000
    0.5100    0.000000
    0.5300    0.000000
    0.5500    0.000000
    0.5700    0.000000
    0.5900    0.000000
    0.6100    0.000000
    0.6300    0.000000
    0.6500    0.000000
    0.6700    0.000000
    0.6900    0.000000
    0.7100    0.000000
    0.7300    0.000000
    0.7500    0.000000
    0.7700    0.000000
    0.7900    0.000000
    0.8100    0.000000
    0.8300    0.000000
    0.8500    0.000019
    0.8700    0.000231
    0.8900    0.004633
    0.9100    0.032386
    0.9300    0.142700
    0.9500    0.391498
    0.9700    0.795891
    0.9900    1.268348
    1.0100    1.722819
    1.0300    2.069532
    1.0500    2.296586
    1.0700    2.386128
    1.0900    2.382828
    1.1100    2.293547
    1.1300    2.172568
    1.1500    2.037685
    1.1700    1.884937
    1.1900    1.741476
    1.2100    1.602948
    1.2300    1.480434
    1.2500    1.367458
    1.2700    1.268576
    1.2900    1.181220
    1.3100    1.104654
    1.3300    1.036084
    1.3500    0.984170
    1.3700    0.929137
    1.3900    0.885385
    1.4100    0.847984
    1.4300    0.819979
    1.4500    0.792541
    1.4700    0.767813
    1.4900    0.750778
    1.5100    0.740933
    1.5300    0.728345
    1.5500    0.724477
    1.5700    0.721490
    1.5900    0.720385
    1.6100    0.720626
    1.6300    0.727115
    1.6500    0.737189
    1.6700    0.745691
    1.6900    0.759664
    1.7100    0.774356
    1.7300    0.795584
    1.7500    0.815251
    1.7700    0.839508
    1.7900    0.861312
    1.8100    0.892232
    1.8300    0.915870
    1.8500    0.946025
    1.8700    0.976017
    1.8900    0.998468
    1.9100    1.029893
    1.9300    1.055115
    1.9500    1.081767
    1.9700    1.101074
    1.9900    1.122747
    2.0100    1.139361
    2.0300    1.155523
    2.0500    1.170354
    2.0700    1.177499
    2.0900    1.178825
    2.1100    1.171419
    2.1300    1.171911
    2.1500    1.158643
    2.1700    1.143799
    2.1900    1.132593
    2.2100    1.114366
    2.2300    1.101591
    2.2500    1.082413
    2.2700    1.063794
    2.2900    1.045660
    2.3100    1.030187
    2.3300    1.011421
    2.3500    0.996197
    2.3700    0.978890
    2.3900    0.968835
    2.4100    0.957768
    2.4300    0.946657
    2.4500    0.940221
    2.4700    0.931685
    2.4900    0.926002
    2.5100    0.925110
    2.5300    0.920363
    2.5500    0.917554
    2.5700    0.918993
    2.5900    0.919968
    2.6100    0.922451
    2.6300    0.925757
    2.6500    0.931297
    2.6700    0.935358
    2.6900    0.941596
    2.7100    0.947568
    2.7300    0.958319
    2.7500    0.964112
    2.7700    0.972749
    2.7900    0.981289
    2.8100    0.987305
    2.8300    0.997241
    2.8500    1.002562
    2.8700    1.012699
    2.8900    1.017206
    2.9100    1.021880
    2.9300    1.030589
    2.9500    1.035344
    2.9700    1.037648
    2.9900    1.040375
    3.0100    1.041840
    3.0300    1.041508
    3.0500    1.045891
    3.0700    1.042531
    3.0900    1.042852
    3.1100    1.041484
    3.1300    1.038399
    3.1500    1.036625
    3.1700    1.034280
    3.1900    1.029141
    3.2100    1.023174
    3.2300    1.022216
    3.2500    1.016200
    3.2700    1.008935
    3.2900    1.006571
    3.3100    1.001974
    3.3300    0.998244
    3.3500    0.993427
    3.3700    0.990934
    3.3900    0.985201
    3.4100    0.982579
    3.4300    0.980866
    3.4500    0.977274
    3.4700    0.975895
    3.4900    0.975263
    3.5100    0.976297
    3.5300    0.976586
    3.5500    0.975189
    3.5700    0.975499
    3.5900    0.973980
    3.6100    0.979295
    3.6300    0.978773
    3.6500    0.980894
    3.6700    0.984776
    3.6900    0.986886
    3.7100    0.986798
    3.7300    0.992096
    3.7500    0.994360
    3.7700    0.996458
    3.7900    0.999760
    3.8100    1.000382
    3.8300    1.003220
    3.8500    1.005813
    3.8700    0.992124
    3.8900    0.979436
    3.9100    0.965349
    3.9300    0.951905
    3.9500    0.937027
    3.9700    0.923925
    3.9900    0.908960
    4.0100    0.893389
    4.0300    0.879860
    4.0500    0.864370
    4.0700    0.850307
